815874	1	66	1	trnavsky kraj, trnava	2011-11-23 18:34:00.0	2010-04-14 00:00:00.0	19	180 cm, 68 kg, sak posud sam/a =d	null	swoj	zabavat sa=p	pri kompe	nebudem sa wyjadrowat :d......	vysportovana	vidim to co chcem takze zatal dobry=d	hneda	ani srnka netusi=d	jhake sa podara :d	null	ciernobiela	fajcim:d	jako kedy :d	baran	ja tu neco hladam? to som nevedel=d	........welkeee..........	null	zena	null	null	null	dobre:d	na kompe:d	rap,electro music,drum	wsade :d	s kamaratmi do baru	talianska ..	null	null	futbal	kukam z okna:d:d......	zatial zidna no=d	nesranduj:d	<div> <a title="vstup do klubu" href="/klub/facebook">facebook</a> &bull;  <a title="vstup do klubu" href="/klub/ejj-kejj-ejj-sikovny-chlapci-sam-sme-z-trnavy-naa-nee-p-p-p">ejj kejj ejj sikovny chlapci..s&shy;am sme z trnavy ...naa nee ?:p:p:p</a> &bull;  <a title="vstup do klubu" href="/klub/robim-co-chcem-a-ne-to-co-chcu-druhy-d">robim co chcem a ne to co chcu druhy=d</a> </div>	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/som-original-tak-nato-ber-ohlad">som original ! tak nato ber ohlad !</a> </div>	null	null	<div> <a title="vstup do klubu" href="/klub/do-je-z-trnavy-sem">do je z trnavy sem :))</a> </div>	null	null	<div> <a title="vstup do klubu" href="/klub/ak-sa-sem-prida-vac-jak-1000-ludi-dokazeme-se-ludia-co-na-fb-ohowaraju-pokec-su-ubohi-p">ak sa sem prida vac jak 1000 ludi, dokazeme se ludia co na fb ohowaraju pokec su ubohi!=p</a> </div>	
831112	1	12	0	banskobystricky kraj, velky krtis	2012-05-24 12:26:00.0	2010-07-28 00:00:00.0	34	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
451952	0	76	1	zahranicie, zahranicie - ostatne	2012-05-24 20:14:00.0	2005-09-17 00:00:00.0	0	175 cm, to len tak	nepowiem	anglicky, francuzsky, a slovensky, budem vediet aj rusky	sportovanie, cestovanie, turistika, praca s pc, pc hry, surfovanie po webe, pocuvanie hudby, pozeranie filmov, diskoteky, kupalisko, varenie, jedlo, kino, party, priatelia, spanie, sex, stanovanie, vsetko patri medzi moje zaluby	pri telke, v dobrej restauracii, v posteli, vsade	pes, vtacik, mam aj bratov ked sa to rata medzi zvierata	priemerna, stale rovnaka	vyborny, na 1	modre, ako nebo	 kazdy den ine	kratke, kratke	zakladne, to je hlavne ale pracuje sa na strednom	biela, cervena, cierna, oranzova, zelena, zlta, to su moje farby	nefajcim, na co fajcit	pijem prilezitostne, pijem ked sa da	blizenci, som rad ze som blizenec	vaznu znamost, dobreho priatela, priatelku, len vztach	v laske vidim zmysel zivota, no to je hlavne	treba je to liek	laskou mojho zivota, no treba mat partnerku	slobodny(a), zatial	nemam	kto by nechcel mat deti	akcne, horory, komedie, rodinne, kasove trhaky, eroticke, rad pozeram filmi	v kine, doma z gauca, u priatela, priatelky, vsade	disko, house, techno, rap, vsetku hudbu pocuvam	na posteli, na diskoteke, pri chodzi, rad pocuvam music	ist do kina alebo divadla, s kamaratmi do baru, pozerat dobry film v tv, surfovat na sieti a chatovat, mam rad  aj nieco ine	slovenskej, alebo aj z ceskej	null	ja na koncerty nechodim, tha malokedy xodim	auto-moto sporty, basketbal, bedminton, behanie, futbal, hadzana, hokej, kolieskove korcule, korculovanie, pingpong, plavanie, snowboarding, som sportovec	aerobik, auto-moto sporty, futbal, hokej, skateboarding, snowboarding, rad kukam do bedeni ako sa inim dari	nepowiem ake zisti si	necitam knihy, necitam ani nechcem	null	null	null	<div> <a title="vstup do klubu" href="/klub/justin-biber-jeee-gey">justin biber jeee gey</a> </div>	null	null	<div> <a title="vstup do klubu" href="/klub/anahi-magazin-romanes">(anahi magazin romanes )</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/freerunnunig">freerunnun&shy;ig</a> &bull;  <a title="vstup do klubu" href="/klub/hc-vsz-kosice">hc vsz kosice</a> &bull;  <a title="vstup do klubu" href="/klub/_le-parkour_kosice_">_le parkour_ko&shy;sice_</a> </div>	null	null	null	null	null	
109120	1	69	0	kosicky kraj, michalovce	2012-05-24 14:02:00.0	2006-12-25 00:00:00.0	19	172 cm, 50 kg, chuda,opalena,ako cokoladka:)	to viem len ja:)a vam to netreba	anglicky, rusky,taliansky,spanielky,cesky, svoj,a inych holiek=p	sportovanie, praca s pc, pc hry, surfovanie po webe, pocuvanie hudby, pozeranie filmov, tancovanie, diskoteky, party, priatelia, sex	pri telke, pri svieckach s partnerom, v dobrej restauracii, v posteli, z partnerovho bruska	nemam ziadne	chuda, sexy opalena:))	vyborny	zelene	blond	dlhe, dlhe rovne,ine mi nepasuju:))	stredoskolske	biela, cervena, cierna, modra, :))pekne zohratelne=))	nefajcim, netreba=))	abstinent, nie:))	rak, racica=)	iba dievcata:)	vela!!!:)	sex mozem mat iba s niekym, koho dobre poznam, s mojou priatelkov:)	mojou chybajucou polovickou, mam uz:))janka :-*	mam vazny vztah	nemame::))	malicke,krasne:)	akcne, alternativne, horory, komedie, dokumentarne, zahadne, mysteriozne, vojnove, historicke, eroticke	v kine, doma z gauca, u priatela, priatelky, s jankov:))	disko, house, techno, rap, soundtracky	na posteli, vo vani, na dobru noc, s partnerom, v praci, na diskoteke, na koncerte, pri sexe	zhasnut svetla a meditovat, s kamaratmi do baru, pocuvat dobru hudbu, pc hry, surfovat na sieti a chatovat, pri svieckach s partnerom	greckej, francuzskej, talianskej	null	null	aerobik, behanie, posilnovanie, volejbal, korculovanie, kolieskove korcule	null	vynosna:)	rozpravky, o zabave, hry, humor, historicke romany, ekonomicku literaturu, pocitacovu literaturu	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/vsetky-sme-sexy-bez-ohladu-na-vek-a-postavu">vsetky sme sexy,bez ohladu na vek a postavu</a> </div>	null	null	null	null	null	null	null	null	null	null	null	
896540	0	26	0	trnavsky kraj, trnava	2012-05-26 01:17:00.0	2010-11-23 00:00:00.0	0	158 cm, 68 kg	null	null	zijem  tak  ako  mi  to  vyhovuje...ludske  klebety  ma  nezaujimaju  ohovara  iba  ten  co je nestastny a  zakomplexovany..	null	null	null	null	null	null	null	null	null	nefajcim	null	null	niekoho na chatovanie s  ktorym  sa  da  pokecat  bez  ohladu  na  to  v  akej  miestnosti  sa  nachadzate..	null	null	null	null	null	null	null	null	oldies,, disko,, folklor a ludovky....., folk a country	null	null	null	null	null	milujem  prechadzky  prirodou...tanec...	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/coutry-muzik">country muzic</a> </div>	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/milujem-prechadzky-prirodou">milujem prechadzky prirodou</a> </div>	null	null	null	null	null	null	null	null	null	
506802	1	55	0	zahranicie, zahranicie - gb	2012-01-21 13:51:00.0	2010-03-11 00:00:00.0	22	170 cm, 60 kg, pekna	null	anglicky	null	null	null	priemerna	vyborny	zelene	cervene	kratke	null	cierna	fajcim pravidelne	abstinent	byk	udrzujem vztahy s priatelmi	v laske vidim zmysel zivota	to skutocne zalezi len na okolnostiach	mojou chybajucou polovickou	vidata	1	vyborny	horory	doma z gauca	culija	kedykolvek a kdekolvek	pri svieckach s partnerom	null	null	pravidelne	null	null	null	rozpravky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
502713	0	66	1	nitriansky kraj, nove zamky	2012-05-10 20:28:00.0	2007-06-30 00:00:00.0	21	180 cm, 64 kg	este nepracujem	anglicky, nemecky, francuzsky, taliansky, rusky, spanielsky, japonsky	sportovanie, praca s pc, surfovanie po webe, pocuvanie hudby, pozeranie filmov, diskoteky, kupalisko, priatelia, stanovanie	pri telke, v dobrej restauracii, v posteli, z partnerovho bruska, ked som hladny tak vzdy a vsade ... vramci normy.....	mam psa meno ma bubo :d	priemerna	vyborny	hnede	furt ine ...	mam velmi velku plesinu :d	sos dopravy a sluzieb.....	modra, zelena	uz nefajcim	pijem prilezitostne	lev	dobreho priatela, priatelku, niekoho na chatovanie	laska je zakladom vyrovnaneho sexualneho zivota	to skutocne zalezi len na okolnostiach	hlavne dobry milenec	slobodny(a), zatial...	null	to je este daleko	akcne, horory, komedie, dokumentarne, sci-fi, vojnove, historicke, eroticke	v kine, doma z gauca, u priatela, priatelky, skoro vsade kde je dobra atmosfera...	z kazdeho roska troska pravdaze ludovky a ine sracky nepocuvam ..	na posteli, v praci, na diskoteke, pri chodzi, vecsinou ked pocuvam na posteli tak zaspim ...	ist do kina alebo divadla, ist na koncert, s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv	zjem to na co mam prave chut...	null	null	futbal	auto-moto sporty, bojove sporty, futbal, hadzana, hokej, ping-pong, 	null	necitam knihy, nemam cas na knihy ....	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
721204	1	40	0	presovsky kraj, spisska stara ves	2012-01-11 13:12:00.0	2008-12-17 00:00:00.0	0	null	null	null	sportovanie, domace prace, hackovanie, vysivanie, sitie, citanie, pocuvanie hudby, pozeranie filmov, malovanie, tancovanie, varenie, spanie, nakupovanie	null	pes, macka	null	null	modre	blond	dlhe	zakladne	biela, cierna, modra, oranzova, ruzova, zelena, zlta	null	null	skorpion	niekoho na chatovanie	null	null	null	null	null	mam rada deti	komedie, rodinne, rozpravky	doma z gauca	sladaky, folklor a ludovky, hip hop	null	null	slovenskej	null	null	behanie, hadzana, hokej, kolieskove korcule, korculovanie, lyzovanie, plavanie	null	null	rozpravky, o zabave, hry, humor, nabozensku literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
123410	1	12	1	bratislavsky kraj, bratislava - ruzinov	2012-05-23 00:40:00.0	2011-04-08 00:00:00.0	34	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1466760	1	12	0	banskobystricky kraj, hrinova	2012-05-26 20:35:00.0	2009-11-02 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1252027	0	50	1	banskobystricky kraj, rimavska sobota	2012-05-24 21:39:00.0	2010-08-12 00:00:00.0	21	180 cm, posud..  :)))	null	anglicky a hlavne ten svoj...a rad by som aj tvoj xexe	sportovanie, cestovanie, pozeranie filmov, tancovanie, spanie - atd, atd :)))	null	nemam ziadne ale chcem hada	vysportovana	vidim vsetko, co stoji za to...xexe	zisti si :))	null	null	maaaam ;))	cierna, modra, biela, fialova	nefajcim	nejaky mam...ved ktory mlady clovek nemaaa :)))	panna	udrzujem vztahy s priatelmi...a ktovie co tu vzacne stretnem :)	v laske som sa sklamal(a), preto som velmi opatrny(a)	to skutocne zalezi len na okolnostiach	hlavne osoba, ktoru si budem velmi vazit a to si musi zasluzit :)	null	null	null	vsetky xexe	s priatelkou v naruci...	disko, rock, trance, rap, metal, soundtracky, sladaky, hip-hop	kedykolvek a kdekolvek	kazdy je taky, ked som so super ludmi, ktorym doverujem	null	null	null	null	null	null	maly princ	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
909933	1	72	1	bratislavsky kraj, bratislava - ruzinov	2012-05-19 15:06:00.0	2009-09-26 00:00:00.0	29	185 cm, 80 kg	prava a legislativy	anglicky, nemecky, francuzsky	citanie	v restauracii	nemam	vysportovana	vyvorny	hnede	hnede	kratke	vysokoskolske	modra	nefajcim	pijem prilezitostne	blizenci	niekoho na pokec	v laske vidim jeden zo zmyslov zivota	to skutocne zalezi na okolnostiach	laskou mojho zivota	slobodny	ziadne	v buducnosti by som mozno chcel mat deti	umelecke	v kine, u priatela, priatelky	rock	na koncerte s partnerom	pocuvat dobru hudbu pri svieckach s partnerom	slovenskej	null	raz za rok	behanie, squash, fitness	atletika	pravnik	cudzojazycnu literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/zdravie-krasa-energia">zdravie, krasa, energia :-)</a> </div>	null	null	
976717	1	24	1	nitriansky kraj, topolcany	2012-01-08 18:25:00.0	2007-03-03 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	sexualneho partnera	laska je zakladom vyrovnaneho sexualneho zivota	dokazem mat sex s kymkolvek, kto dobre vyzera	hlavne dobry milenec	rozvedeny(a)	este neviem	nad tym som nerozmyslal(a)	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1237096	1	64	0	banskobystricky kraj, velky krtis	2012-05-23 17:48:00.0	2008-08-08 00:00:00.0	0	166 cm, 65 kg	sluzieb a obchodu	rusky	prace okolo domu, praca s pc, party, priatelia, nakupovanie	pri svieckach s partnerom	pes	priemerna	null	hnede	odfarbene	kratke	stredoskolske	modra, oranzova	fajcim pravidelne	abstinent	vahy	null	v laske vidim zmysel zivota	nedokazem mat s niekym sex bez lasky	moj najlepsi priatel	rozvedeny(a)	null	null	akcne, komedie, vojnove	doma z gauca	disko, metal, sladaky	v praci, kedykolvek a kdekolvek	pozerat dobry film v tv, citat dobru knihu	slovenskej, cinskej, indickej, mexickej	null	ja na koncerty nechodim	aerobik, tenis	hokej, tenis	veduci	historicke romany	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
881877	1	24	1	kosicky kraj, medzev	2012-05-23 22:31:00.0	2009-12-13 00:00:00.0	6	null	null	null	iun	ddozb	null	null	null	null	null	null	null	null	null	null	null	null	null	null	absolutne zodpovedny a spolahlivy, hlavne spolocensky typ, laskou mojho zivota, mojou chybajucou polovickou	null	null	null	null	null	null	null	null	xiox pz	null	null	k	ko jc	null	null	<div> <a title="vstup do klubu" href="/klub/jedine-kto-ma-rat-lasku">jedine kto ma rat lasku ?????</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1339877	1	57	0	kosicky kraj, kralovsky chlmec	2012-05-12 19:41:00.0	2008-04-13 00:00:00.0	12	null	null	anglicky, rusky	sportovanie, cestovanie, pc hry, pozeranie filmov, malovanie, priatelia, koncerty	pri telke, v dobrej restauracii	nemam ziadne	velka a pekna	vyborny	modre	null	po plecia	zakladne	cervena, cierna, hneda, modra, ruzova, zelena	nefajcim	null	kozorozec	dobreho priatela, priatelku	este som nikdy nebol(a) zamilovany(a)	null	mojou chybajucou polovickou	slobodny(a)	null	null	komedie, serialy, dokumentarne, historicke, rodinne	doma z gauca, u priatela, priatelky	rock, rap	pri chodzi	ist na koncert, pocuvat dobru hudbu, pozerat dobry film v tv, pc hry	slovenskej	null	null	basketbal, behanie, futbal, kolieskove korcule, korculovanie	basketbal, behanie, futbal, kolieskove korcule, korculovanie, tenis	zakladna skola	rozpravky, o zabave, hry, humor	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
829998	1	12	1	nitriansky kraj, nitra	2012-05-03 19:16:00.0	2012-04-01 00:00:00.0	27	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1386817	1	12	0	ceska republika, cz - liberecky kraj	2011-06-19 14:56:00.0	2011-04-27 00:00:00.0	29	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
869595	0	55	0	bratislavsky kraj, bratislava - petrzalka	2012-05-26 04:02:00.0	2004-06-05 00:00:00.0	27	164 cm	null	anglicky, nemecky, a najlepsie svoj	citanie, varenie, priatelia, spanie, sex	pri svieckach s partnerom, v dobrej restauracii	pes	null	vyborny, vidim,co chcem	hnede	melir	co ja viem???	stredoskolske	biela, cervena, cierna, modra, ruzova	fajcim pravidelne	pijem prilezitostne, :-d	vodnar	null	laska je zakladom vyrovnaneho sexualneho zivota	null	laskou mojho zivota	null	vanesska	null	dramy, komedie, romanticke, dokumentarne, rodinne	u priatela, priatelky	disko, hitparadovky	vo vani, na dobru noc, s partnerom, v praci, na diskoteke, pri sexe, kedykolvek a kdekolvek	null	slovenskej, talianskej, cinskej, mexickej	null	ja na koncerty nechodim	null	null	top manager, :-)))	rozpravky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
223702	1	72	1	banskobystricky kraj, tornala	2012-05-25 22:02:00.0	2011-03-10 00:00:00.0	17	168 cm, 70 kg, stredne	som nezamestnany	romsky,, anglicky, nemecky	sportovanie	v kuchyni pri stole	pes	vysportovana	vyborny	hnede	cervene	na jezka	zakladne	zelena	fajcim pravidelne	pijem prilezitostne	vahy	vaznu znamost, udrzujem vztahy s priatelmi	este som nikdy nebol(a) zamilovany(a)	sex mozem mat iba s niekym, koho dobre poznam	laskou mojho zivota	slobodny(a)	nemam	dobri	akcne, horory, komedie	doma z gauca	disko, rap, pop, hip-hop, house, techno, sladaky,romske cardase	na diskoteke, na posteli	pc hry, pozerat dobry film v tv	francuzskej, mexickej	null	ja na koncerty nechodim	futbal, basketbal	futbal, behanie	zakladna skola	literaturu faktu	<div> <a title="vstup do klubu" href="/klub/s-r-o-swistov-a-swistuliek">s.r.o-swis&shy;tov a swistuliek</a> &bull;  <a title="vstup do klubu" href="/klub/no-toten-zuvot-jee-naa-p-jaaaj-no-tot-som-si-nemislela-ze-sa-stanee-no-alee-co-stalo-sa-noo">no toten zivot jee.naa p........ jaaaj no tot som si nemislela  ze sa stanee no alee co stalo sa noo.....=(&shy;(</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
609685	1	12	0	kosicky kraj, kosice - okolie	2012-01-22 17:45:00.0	2011-01-28 00:00:00.0	45	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
